ActionId,ActionReason,ActionReasonCode,ActionReasonId,ActiveStatus,ActiveStatusMeaning,AnnualWorkingDurationUnits,AnnualWorkingDurationUnitsMeaning,BillToSiteFlag,CreatedBy,CreationDate,Description,DesignatedReceiverId,DesignatedReceiverName,DesignatedReceiverNumber,EffectiveEndDate,EffectiveStartDate,EmailAddress,EmployeeLocationFlag,FaxAreaCode,FaxCountryCode,FaxExtension,FaxNumber,GeoHierarchyNodeCode,GeoHierarchyNodeName,InventoryOrganizationId,InventoryOrganizationName,LastUpdateDate,LastUpdatedBy,LocationCode,LocationId,LocationName,MainPhoneAreaCode,MainPhoneCountryCode,MainPhoneExtension,MainPhoneNumber,OfficeSiteFlag,OfficialLanguageCode,OfficialLanguageMeaning,OtherPhoneAreaCode,OtherPhoneCountryCode,OtherPhoneExtension,OtherPhoneNumber,ReceivingSiteFlag,SetCode,SetId,SetName,ShipToLocationCode,ShipToLocationId,ShipToLocationName,ShipToSiteFlag,StandardAnnualWorkingDuration,StandardWorkingFrequency,StandardWorkingFrequencyMeaning,StandardWorkingHours,addresses,attachments,bannerOverrideMessages,locationLegislativeEFF,locationsDFF,locationsEFFContainer
,,,,A,Active,,,True,venkat@squareup.com,2018-06-08T01:56:12+00:00,ATL2,,,,4712-12-31,2018-11-21,,True,,,,,,,,,2018-11-21T18:43:27.606+00:00,raghavender@squareup.com,US - GA - Atlanta,300000002022118,US - GA - Atlanta,,,,,True,,,,,,,True,COMMON,0,Common Set,US - GA - Atlanta,300000002022118,US - GA - Atlanta,True,,,,,"[{'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '271 17th Street NW', 'AddressLine2': 'Suite 1850', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Atlanta', 'Region1': None, 'Region2': 'GA', 'Region3': None, 'Country': 'US', 'PostalCode': '30363', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'venkat@squareup.com', 'CreationDate': '2018-06-08T01:56:12.032+00:00', 'LastUpdatedBy': 'raghavender@squareup.com', 'LastUpdateDate': '2018-11-21T18:43:27.764+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000002022119, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000002022118}]","[{'LocationDetailsId': 300000002022117, 'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,A,Active,,,True,venkat@squareup.com,2018-06-23T23:16:19+00:00,Updated as per FBS-20324,,,,4712-12-31,2022-11-11,,True,,,,,,,,,2022-11-11T01:53:55.011+00:00,dhatri@squareup.com,Square Inc.,300000006721957,Square Inc.,,,,,True,,,,,,,True,COMMON,0,Common Set,Square Inc.,300000006721957,Square Inc.,True,,,,,"[{'EffectiveStartDate': '2022-11-11', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '1955 Broadway', 'AddressLine2': 'Suite 600', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Oakland', 'Region1': None, 'Region2': 'CA', 'Region3': None, 'Country': 'US', 'PostalCode': '94612', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'venkat@squareup.com', 'CreationDate': '2018-06-23T23:16:19.047+00:00', 'LastUpdatedBy': 'dhatri@squareup.com', 'LastUpdateDate': '2022-11-11T01:53:55.092+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000006721958, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000006721957}]","[{'LocationDetailsId': 300000006721956, 'EffectiveStartDate': '2022-11-11', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,Relocation,PER_RELOCATION,300000000192171,A,Active,,,True,venkat@squareup.com,2018-06-25T06:02:33+00:00,,,,,4712-12-31,2024-07-18,,True,,,,,,,,,2024-07-18T19:45:32.406+00:00,jindal@squareup.com,Square AU Pty. Ltd.,300000006793081,Square AU Pty. Ltd.,,,,,True,,,,,,,True,COMMON,0,Common Set,Square AU Pty. Ltd.,300000006793081,Square AU Pty. Ltd.,True,,,,,"[{'EffectiveStartDate': '2024-07-18', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': 'Square AU Pty Ltd', 'AddressLine2': 'Level 8, 376-390 Collins Street', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Melbourne', 'Region1': None, 'Region2': 'VIC', 'Region3': None, 'Country': 'AU', 'PostalCode': '3000', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'venkat@squareup.com', 'CreationDate': '2018-06-25T06:02:33.109+00:00', 'LastUpdatedBy': 'jindal@squareup.com', 'LastUpdateDate': '2024-07-18T19:45:32.450+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000006793082, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000006793081}]","[{'LocationDetailsId': 300000006793080, 'EffectiveStartDate': '2024-07-18', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,A,Active,,,True,venkat@squareup.com,2018-06-25T15:51:40+00:00,,,,,4712-12-31,2010-01-01,,True,,,,,,,,,2018-06-25T15:51:46.461+00:00,venkat@squareup.com,Amsterdam,300000006802817,Amsterdam,,,,,True,,,,,,,True,COMMON,0,Common Set,Amsterdam,300000006802817,Amsterdam,True,,,,,"[{'EffectiveStartDate': '2010-01-01', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': 'WTC', 'AddressLine2': 'Tower A, 4th Floor', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': None, 'Region1': None, 'Region2': None, 'Region3': None, 'Country': 'NL', 'PostalCode': '1077 XX', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'venkat@squareup.com', 'CreationDate': '2018-06-25T15:51:40.026+00:00', 'LastUpdatedBy': 'venkat@squareup.com', 'LastUpdateDate': '2018-06-25T15:51:54.975+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000006802818, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000006802817}]","[{'LocationDetailsId': 300000006802816, 'EffectiveStartDate': '2010-01-01', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,A,Active,,,True,venkat@squareup.com,2018-06-28T04:47:25+00:00,SCH Fulfillment Center,,,,4712-12-31,2020-07-21,,True,,,,,,,,,2025-05-05T16:10:23.785+00:00,block_hbs_admin@block.xyz,"Schenker Fulfillment, c/o Square K.K.",300000006816373,"SCH Schenker Fulfillment, c/o Square K.K.",,,,,True,,,,,,,True,COMMON,0,Common Set,"Schenker Fulfillment, c/o Square K.K.",300000006816373,"SCH Schenker Fulfillment, c/o Square K.K.",True,,,,,"[{'EffectiveStartDate': '2020-07-21', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': 'Square K.K. c/o Schenker-seino Co., Ltd.', 'AddressLine2': 'c/o Daito Corporation,5F 4-10-8 Tokai Ohta-ku', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Tokyo', 'Region1': None, 'Region2': None, 'Region3': None, 'Country': 'JP', 'PostalCode': '143-0001', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'venkat@squareup.com', 'CreationDate': '2018-06-28T04:47:25.627+00:00', 'LastUpdatedBy': 'block_hbs_admin@block.xyz', 'LastUpdateDate': '2025-05-05T16:10:24.004+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000006816374, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000006816373}]","[{'LocationDetailsId': 300000006816372, 'EffectiveStartDate': '2020-07-21', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,A,Active,,,True,venkat@squareup.com,2018-06-28T17:19:44+00:00,"DSS location
",,,,4712-12-31,2018-06-28,,True,,,,,,,300000002022329,FCN Warehouse,2018-06-28T17:21:22.323+00:00,venkat@squareup.com,Anchorage,300000006793353,Anchorage,,,,,True,,,,,,,True,COMMON,0,Common Set,Anchorage,300000006793353,Anchorage,True,,,,,"[{'EffectiveStartDate': '2018-06-28', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '6050 Rockwell Road', 'AddressLine2': None, 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Anchorage', 'Region1': None, 'Region2': 'AK', 'Region3': None, 'Country': 'US', 'PostalCode': '99700', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'venkat@squareup.com', 'CreationDate': '2018-06-28T17:19:44.334+00:00', 'LastUpdatedBy': 'venkat@squareup.com', 'LastUpdateDate': '2018-06-28T17:21:22.800+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000006793354, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000006793353}]","[{'LocationDetailsId': 300000006793352, 'EffectiveStartDate': '2018-06-28', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,A,Active,,,True,venkat@squareup.com,2018-08-15T00:39:37+00:00,AZ1,,,,4712-12-31,2018-11-21,,True,,,,,,,,,2018-11-21T18:27:40.073+00:00,raghavender@squareup.com,US - AZ - Scottsdale,300000007453161,US - AZ - Scottsdale,,,,,True,,,,,,,True,COMMON,0,Common Set,US - AZ - Scottsdale,300000007453161,US - AZ - Scottsdale,True,,,,,"[{'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '4301 North Scottsdale Road', 'AddressLine2': 'Suite R-150', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Scottsdale', 'Region1': None, 'Region2': 'AZ', 'Region3': None, 'Country': 'US', 'PostalCode': '85251', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'venkat@squareup.com', 'CreationDate': '2018-08-15T00:39:37.095+00:00', 'LastUpdatedBy': 'raghavender@squareup.com', 'LastUpdateDate': '2018-11-21T18:23:04.077+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000007453162, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000007453161}]","[{'LocationDetailsId': 300000007453160, 'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,I,Inactive,,,True,venkat@squareup.com,2018-08-15T00:40:27+00:00,TOR3,,,,4712-12-31,2018-11-21,,True,,,,,,,300000002022320,YYZ Warehouse,2021-10-21T23:27:49.204+00:00,asaini@squareup.com,CA - ON - Toronto - Richmond,300000007453189,CA - ON - Toronto - Richmond,,,,,True,,,,,,,True,COMMON,0,Common Set,CA - ON - Toronto - Richmond,300000007453189,CA - ON - Toronto - Richmond,True,,,,,"[{'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '240 Richmond St.', 'AddressLine2': 'Suite 6-106', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Toronto', 'Region1': None, 'Region2': None, 'Region3': 'ON', 'Country': 'CA', 'PostalCode': 'M5V 1V6', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'venkat@squareup.com', 'CreationDate': '2018-08-15T00:40:27.039+00:00', 'LastUpdatedBy': 'asaini@squareup.com', 'LastUpdateDate': '2021-10-21T23:27:50.134+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000007453190, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000007453189}]","[{'LocationDetailsId': 300000007453188, 'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,I,Inactive,,,False,venkat@squareup.com,2018-10-01T20:23:59+00:00,Zesty Commissary,,,,4712-12-31,2018-11-21,,True,,,,,,,,,2021-10-21T23:59:44.028+00:00,asaini@squareup.com,US - CA - Caviar - SF - 3rd St,300000008797971,US - CA - Caviar - SF - 3rd St,,,,,True,,,,,,,True,COMMON,0,Common Set,US - CA - Caviar - SF - 3rd St,300000008797971,US - CA - Caviar - SF - 3rd St,True,,,,,"[{'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '5919 3rd Street', 'AddressLine2': None, 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'San Francisco', 'Region1': None, 'Region2': 'CA', 'Region3': None, 'Country': 'US', 'PostalCode': '94124', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'venkat@squareup.com', 'CreationDate': '2018-10-01T20:23:59.913+00:00', 'LastUpdatedBy': 'raghavender@squareup.com', 'LastUpdateDate': '2018-11-21T18:36:37.887+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000008797972, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000008797971}]","[{'LocationDetailsId': 300000008797970, 'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,A,Active,,,True,mukund1@squareup.com,2018-10-12T18:25:07+00:00,Zesty East Bay,,,,4712-12-31,2018-10-12,,True,,,,,,,,,2018-10-12T18:25:46.027+00:00,mukund1@squareup.com,Zesty East Bay,300000009382886,Zesty East Bay,,,,,True,,,,,,,True,COMMON,0,Common Set,Zesty East Bay,300000009382886,Zesty East Bay,True,,,,,"[{'EffectiveStartDate': '2018-10-12', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '1555 Park Ave', 'AddressLine2': 'Suite M', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Emeryville', 'Region1': None, 'Region2': 'CA', 'Region3': None, 'Country': 'US', 'PostalCode': '94608', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'mukund1@squareup.com', 'CreationDate': '2018-10-12T18:25:07.038+00:00', 'LastUpdatedBy': 'mukund1@squareup.com', 'LastUpdateDate': '2018-10-12T18:25:46.940+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000009382887, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000009382886}]","[{'LocationDetailsId': 300000009382885, 'EffectiveStartDate': '2018-10-12', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,Relocation,PER_RELOCATION,300000000192171,A,Active,,,True,mukund1@squareup.com,2018-10-25T15:38:07+00:00,MEL2,,,,4712-12-31,2024-07-18,,True,,,,,,,,,2024-07-18T19:55:59.637+00:00,sqinterface_oracle@squareup.com,AU - VIC - Melbourne,300000009569307,AU - VIC - Melbourne,,,,,True,,,,,,,True,COMMON,0,Common Set,AU - VIC - Melbourne,300000009569307,AU - VIC - Melbourne,True,,,,,"[{'EffectiveStartDate': '2024-07-18', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': 'Level 8', 'AddressLine2': '376-390 Collins Street', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Melbourne', 'Region1': None, 'Region2': 'VIC', 'Region3': None, 'Country': 'AU', 'PostalCode': '3000', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'mukund1@squareup.com', 'CreationDate': '2018-10-25T15:38:07.137+00:00', 'LastUpdatedBy': 'sqinterface_oracle@squareup.com', 'LastUpdateDate': '2024-07-18T19:56:00.086+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000009569308, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000009569307}]","[{'LocationDetailsId': 300000009569306, 'EffectiveStartDate': '2024-07-18', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,I,Inactive,,,True,raghavender@squareup.com,2018-11-21T19:20:15+00:00,,,,,4712-12-31,2018-11-21,,True,,,,,,,,,2021-10-22T00:00:15.201+00:00,asaini@squareup.com,US - CA - Los Angeles,300000010997097,US - CA - Los Angeles,,,,,True,,,,,,,True,COMMON,0,Common Set,US - CA - Los Angeles,300000010997097,US - CA - Los Angeles,True,,,,,"[{'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '3900 W Alameda', 'AddressLine2': 'Suite 1200', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'Burbank', 'Region1': None, 'Region2': 'CA', 'Region3': None, 'Country': 'US', 'PostalCode': '91505', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'raghavender@squareup.com', 'CreationDate': '2018-11-21T19:20:15.042+00:00', 'LastUpdatedBy': 'raghavender@squareup.com', 'LastUpdateDate': '2018-11-21T19:21:04.455+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000010997098, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000010997097}]","[{'LocationDetailsId': 300000010997096, 'EffectiveStartDate': '2018-11-21', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,I,Inactive,,,True,mukund1@squareup.com,2019-03-19T22:46:24+00:00,Cash Branch-Off Ofice,,,,4712-12-31,1951-01-01,,True,,,,,,,,,2021-10-22T00:02:04.780+00:00,asaini@squareup.com,US - MO - St. Louis - Lindell,300000013071252,US - MO - St. Louis - Lindell,,,,,True,,,,,,,True,COMMON,0,Common Set,US - MO - St. Louis - Lindell,300000013071252,US - MO - St. Louis - Lindell,True,,,,,"[{'EffectiveStartDate': '1951-01-01', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '4625 Lindell Blvd', 'AddressLine2': 'Suite 200', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'ST. LOUIS', 'Region1': None, 'Region2': 'MO', 'Region3': None, 'Country': 'US', 'PostalCode': '63108', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'mukund1@squareup.com', 'CreationDate': '2019-03-19T22:46:24.057+00:00', 'LastUpdatedBy': 'vinay@squareup.com', 'LastUpdateDate': '2020-03-18T11:57:39.300+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000013071253, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000013071252}]","[{'LocationDetailsId': 300000013071251, 'EffectiveStartDate': '1951-01-01', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,A,Active,,,True,vinay@squareup.com,2019-11-12T00:51:57+00:00,US - NY - New York - Knotel,,,,4712-12-31,1951-01-01,,True,,,,,,,,,2020-03-18T12:00:02.555+00:00,vinay@squareup.com,US - NY - New York - Knotel,300000132546878,US - NY - New York - Knotel,,,,,True,,,,,,,True,COMMON,0,Common Set,US - NY - New York - Knotel,300000132546878,US - NY - New York - Knotel,True,,,,,"[{'EffectiveStartDate': '1951-01-01', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': '110 Greene St', 'AddressLine2': 'Floor 2', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'New York', 'Region1': None, 'Region2': 'NY', 'Region3': None, 'Country': 'US', 'PostalCode': '10012', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'vinay@squareup.com', 'CreationDate': '2019-11-12T00:51:59.194+00:00', 'LastUpdatedBy': 'vinay@squareup.com', 'LastUpdateDate': '2020-03-18T12:00:02.821+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000132546879, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000132546878}]","[{'LocationDetailsId': 300000132546877, 'EffectiveStartDate': '1951-01-01', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
,,,,A,Active,,,True,venkat1@squareup.com,2020-02-27T00:43:50+00:00,FELXE Main Location,,,,4712-12-31,2020-02-27,,True,,,,,,,300000252656787,FLX Warehouse,2020-02-27T00:49:30.997+00:00,venkat1@squareup.com,FLX_MAIN,300000252656695,FLX_Main,,,,,True,,,,,,,True,COMMON,0,Common Set,FLX_MAIN,300000252656695,FLX_Main,True,,,,,"[{'EffectiveStartDate': '2020-02-27', 'EffectiveEndDate': '4712-12-31', 'AddressLine1': 'FLEXE', 'AddressLine2': '83 S King Street Suite 600', 'AddressLine3': None, 'AddressLine4': None, 'TownOrCity': 'SEATTLE', 'Region1': None, 'Region2': 'WA', 'Region3': None, 'Country': 'US', 'PostalCode': '98104', 'LongPostalCode': None, 'AddlAddressAttribute1': None, 'AddlAddressAttribute2': None, 'AddlAddressAttribute3': None, 'AddlAddressAttribute4': None, 'AddlAddressAttribute5': None, 'TimezoneCode': None, 'Building': None, 'FloorNumber': None, 'CreatedBy': 'venkat1@squareup.com', 'CreationDate': '2020-02-27T00:43:50.112+00:00', 'LastUpdatedBy': 'venkat1@squareup.com', 'LastUpdateDate': '2020-02-27T00:49:31.182+00:00', 'ValidationStatusCode': None, 'Provider': None, 'Latitude': None, 'Longitude': None, 'ValidateAddressFlag': None, 'Timezone': None, 'LocAddressUsageId': 300000252656696, 'AddressUsageType': 'MAIN', 'AddressUsageTypeMeaning': 'Main address usage type'}]",[],[],"[{'CategoryCode': 'HCM_LOC_LEG', 'LocationId': 300000252656695}]","[{'LocationDetailsId': 300000252656694, 'EffectiveStartDate': '2020-02-27', 'EffectiveEndDate': '4712-12-31', '__FLEX_Context': None, '__FLEX_Context_DisplayValue': None}]",[{}]
